Id,distance,Data/CP17/4MHA.rels,Data/CP17/TEES.rels
d777.s2.4.30,26,FN,FN
d777.s2.4.47,43,FN,FN
d778.s5.15.20,5,FN,FN
d778.s5.15.24,9,FN,FN
d778.s5.15.26,11,FN,FN
d778.s5.13.20,7,FN,FN
d778.s5.13.24,11,FN,FN
d778.s5.13.26,13,FN,FN
d778.s8.4.15,11,FN,FN
d778.s8.6.15,9,FN,FN
d778.s8.9.15,6,FN,FN
d779.s1.10.22,12,TP,FN
d779.s1.10.24,14,TP,FN
d779.s1.18.22,4,TP,FN
d779.s1.18.24,6,TP,FN
d779.s1.12.22,10,TP,FN
d779.s1.12.24,12,TP,FN
d779.s1.10.27,17,TP,TP
d779.s1.18.27,9,FN,FN
d779.s1.12.27,15,TP,TP
d779.s6.6.20,14,FN,FN
d779.s6.8.20,12,FN,FN
d779.s8.3.7,4,FN,FN
d779.s8.3.11,8,FN,FN
d781.s4.4.10,6,TP,FN
d782.s7.7.13,6,TP,TP
d782.s7.9.13,4,TP,TP
d782.s7.4.7,3,TP,TP
d782.s7.4.9,5,TP,TP
d782.s8.7.11,4,TP,TP
d782.s9.0.25,25,TP,FN
d782.s11.0.32,32,FN,FN
d782.s11.0.13,13,TP,TP
d782.s11.0.20,20,TP,TP
d782.s12.17.27,10,FN,FN
d783.s5.24.30,6,FN,FN
d783.s5.26.30,4,FN,FN
d783.s5.28.30,2,FN,FN
d783.s5.32.38,6,FN,FN
d783.s5.34.38,4,FN,FN
d783.s5.36.38,2,FN,FN
d783.s5.41.48,7,FN,FN
d783.s5.43.48,5,FN,FN
d783.s5.46.48,2,FN,FN
d783.s7.2.4,2,FN,FN
d783.s7.2.7,5,FN,FN
d783.s10.1.4,3,FN,FN
d783.s10.1.6,5,FN,FN
d783.s10.1.8,7,FN,FN
d783.s10.1.12,11,FN,FN
d783.s10.1.14,13,FN,FN
d783.s11.0.4,4,TP,TP
d783.s11.4.7,3,TP,TP
d783.s11.4.9,5,TP,TP
d783.s11.4.7,3,TP,TP
d783.s11.4.9,5,TP,TP
d783.s12.0.4,4,TP,TP
d783.s12.8.12,4,TP,TP
d783.s12.8.12,4,TP,TP
d783.s16.6.21,15,FN,FN
d783.s16.8.21,13,FN,FN
d783.s16.10.21,11,FN,FN
d783.s16.26.36,10,FN,FN
d783.s16.6.15,9,FN,FN
d783.s16.8.15,7,FN,FN
d783.s16.10.15,5,FN,FN
d783.s16.26.31,5,FN,FN
d783.s18.1.11,10,FN,FN
d783.s18.1.13,12,FN,FN
d783.s18.1.15,14,FN,FN
d783.s18.1.17,16,FN,FN
d783.s18.1.19,18,FN,FN
d783.s18.1.21,20,FN,FN
d783.s18.1.26,25,FN,FN
d783.s18.1.28,27,FN,FN
d783.s19.4.7,3,FN,FN
d783.s19.4.9,5,FN,FN
d783.s19.4.11,7,FN,FN
d783.s19.15.18,3,FN,FN
d784.s1.9.15,6,FN,FN
d784.s1.1.15,14,FN,FN
d784.s2.3.6,3,FN,FN
d785.s3.3.33,30,FN,FN
d785.s3.5.33,28,FN,FN
d786.s1.1.12,11,FN,FN
d787.s0.1.12,11,FN,FN
d787.s0.4.12,8,FN,FN
d787.s1.30.34,4,TP,TP
d789.s0.8.14,6,TP,TP
d789.s1.20.25,5,TP,TP
d789.s1.20.50,30,TP,TP
d789.s5.31.34,3,FN,FN
d789.s5.23.34,11,FN,FN
d789.s5.23.51,28,FN,FN
d789.s5.48.51,3,FN,FN
d789.s5.13.16,3,TP,TP
d789.s7.10.24,14,FN,FN
d789.s7.10.27,17,FN,FN
d789.s7.10.37,27,FN,FN
d789.s7.10.24,14,FN,FN
d789.s7.10.27,17,FN,FN
d790.s3.1.17,16,FN,FN
d790.s3.1.20,19,FN,FN
d790.s3.1.12,11,FN,FN
d790.s3.4.17,13,FN,FN
d790.s3.4.20,16,FN,FN
d790.s3.4.12,8,FN,FN
d791.s4.5.25,20,FN,FN
d791.s11.4.18,14,FN,FN
d792.s2.1.4,3,TP,TP
d792.s2.29.38,9,TP,TP
d793.s0.1.4,3,TP,TP
d793.s2.3.8,5,TP,FN
d793.s3.0.4,4,TP,TP
d793.s3.4.17,13,TP,FN
d793.s3.4.19,15,TP,FN
d793.s3.4.22,18,TP,FN
d793.s6.6.29,23,FN,FN
d793.s10.4.26,22,TP,TP
d794.s0.2.7,5,TP,TP
d794.s2.23.25,2,TP,TP
d794.s9.0.5,5,TP,TP
d794.s11.15.17,2,TP,TP
d795.s4.1.22,21,FN,FN
d795.s4.4.22,18,TP,FN
d795.s4.1.29,28,FN,FN
d795.s4.4.29,25,FN,FN
d795.s4.20.22,2,TP,TP
d795.s4.27.29,2,TP,TP
d795.s6.4.18,14,TP,FN
d795.s6.6.18,12,TP,FN
d795.s6.9.18,9,TP,FN
d795.s6.4.29,25,TP,TP
d795.s6.6.29,23,TP,TP
d795.s6.9.29,20,TP,FN
d795.s6.16.18,2,TP,TP
d795.s6.16.29,13,TP,TP
d795.s7.2.4,2,TP,TP
d795.s8.2.11,9,FN,FN
d795.s8.11.19,8,FN,FN
d795.s9.7.28,21,FN,FN
d795.s9.9.28,19,FN,FN
d795.s9.12.28,16,FN,FN
d795.s9.16.28,12,FN,FN
d795.s9.7.30,23,FN,FN
d795.s9.9.30,21,FN,FN
d795.s9.12.30,18,FN,FN
d795.s9.16.30,14,FN,FN
d795.s9.4.28,24,FN,FN
d795.s9.4.30,26,FN,FN
d795.s10.26.29,3,TP,TP
d796.s0.1.7,6,FN,FN
d796.s3.1.17,16,FN,FN
d796.s3.3.17,14,FN,FN
d796.s3.7.17,10,FN,FN
d796.s3.17.23,6,FN,FN
d796.s8.4.12,8,FN,FN
d796.s8.4.12,8,FN,FN
d796.s8.12.17,5,FN,FN
d796.s8.12.21,9,FN,FN
d796.s11.1.8,7,FN,FN
d797.s9.8.15,7,FN,FN
d797.s9.8.22,14,FN,FN
d797.s9.8.15,7,FN,FN
d798.s4.6.22,16,FN,FN
d799.s0.3.9,6,FN,FN
d799.s0.5.9,4,FN,FN
d799.s0.9.13,4,FN,FN
d799.s1.17.18,1,TP,TP
d799.s2.11.13,2,FN,FN
d799.s2.11.15,4,FN,FN
d799.s3.12.17,5,FN,FN
d799.s3.12.19,7,FN,FN
d799.s3.12.21,9,FN,FN
d799.s4.12.26,14,FN,FN
d799.s4.15.26,11,FN,FN
d799.s4.24.26,2,FN,FN
d799.s4.5.26,21,FN,FN
d799.s4.7.26,19,FN,FN
d799.s5.7.17,10,FN,FN
d799.s5.9.17,8,FN,FN
d799.s5.11.17,6,FN,FN
d799.s6.4.6,2,FN,FN
d799.s6.6.9,3,FN,FN
d799.s6.12.19,7,FN,FN
d799.s6.31.34,3,FN,FN
d799.s6.25.34,9,FN,FN
d799.s6.25.27,2,FN,TP
d799.s7.2.11,9,FN,TP
d799.s7.9.11,2,FN,FN
d799.s7.11.16,5,FN,FN
d799.s7.11.18,7,FN,FN
d799.s8.8.13,5,FN,FN
d799.s8.8.15,7,FN,FN
d799.s8.18.37,19,FN,FN
d799.s8.18.45,27,FN,FN
d799.s8.25.37,12,FN,FN
d799.s8.27.37,10,FN,FN
d799.s8.34.37,3,FN,FN
